photo,lieu,latitude,longitude,month,year,x,y,Mean IoU,Class 1 IoU,Class 2 IoU,Mean Acc,Class 1 Acc,Class 2 Acc,LowMeanIoU,LowClass1Iou,LowClass2IoU,LowMeanAcc,LowClass1Acc,LowClass2Acc,MeanIoULight,Class1IoULight,Class2IoULight,MeanAccLight,Class1AccLight,Class2AccLight,difficulty
118_rgb.png,Letia - Corse,42.1905264,8.8467517,11,2013,0.21262765,0.555901475,0.243158223,0.061163305,0.425153141,0.217967368,-0.000641379,0.436576116,0.643937567,0.907768413,0.380106721,0.692173334,0.996907763,0.387438904,0.88709579,0.968931719,0.805259862,0.910140702,0.996266384,0.824015021,difficult
076_rgb.png,Letia - Corse,42.1905264,8.8467517,10,2009,0.21262765,0.555901475,0.415313716,0.119474267,0.711153164,0.360750356,-0.004291673,0.725792384,0.427597737,0.825962669,0.029232806,0.514616403,1,0.029232806,0.842911453,0.945436936,0.74038597,0.875366758,0.995708327,0.75502519,difficult
054_rgb.png,Letia - Corse,42.1905264,8.8467517,10,2009,0.21262765,0.555901475,0.024135185,0.000999191,0.047271178,0.041527652,-0.001180786,0.084236091,0.854465735,0.992262778,0.716668692,0.876197434,0.998648025,0.753746844,0.87860092,0.99326197,0.763939871,0.917725087,0.997467238,0.837982935,easy
053_rgb.png,Letia - Corse,42.1905264,8.8467517,10,2009,0.21262765,0.555901475,0.20972376,0.004483077,0.414964444,0.21334099,0.000106896,0.426575083,0.535942349,0.990145171,0.081739526,0.542305715,0.999580638,0.085030791,0.745666109,0.994628248,0.496703971,0.755646704,0.999687534,0.511605874,easy
046_rgb.png,Letia - Corse,42.1905264,8.8467517,10,2009,0.21262765,0.555901475,0.10695833,0.005741995,0.208174665,0.123828762,-0.001354105,0.24901163,0.763974512,0.986492866,0.541456158,0.777937068,0.999183518,0.556690618,0.870932842,0.992234861,0.749630823,0.90176583,0.997829413,0.805702248,easy
042_rgb.png,Letia - Corse,42.1905264,8.8467517,10,2009,0.21262765,0.555901475,0.467056185,0.119702178,0.814410193,0.42111593,-0.008012467,0.850244328,0.422975667,0.845951335,0,0.5,1,0,0.890031853,0.965653512,0.814410193,0.92111593,0.991987533,0.850244328,difficult
041_rgb.png,Letia - Corse,42.1905264,8.8467517,10,2009,0.21262765,0.555901475,0.149462349,0.027326732,0.271597967,0.111710088,0.011786512,0.211633663,0.69685336,0.949889759,0.443816962,0.752093241,0.986672939,0.517513544,0.84631571,0.97721649,0.715414929,0.863803329,0.998459451,0.729147207,easy
039_rgb.png,Letia - Corse,42.1905264,8.8467517,10,2009,0.21262765,0.555901475,0.147666887,0.022892624,0.272441149,0.138986682,-0.000709161,0.278682525,0.704010717,0.952685811,0.455335622,0.728047839,0.999810225,0.456285453,0.851677603,0.975578435,0.727776771,0.867034521,0.999101064,0.734967978,easy
021_rgb.png,Letia - Corse,42.1905264,8.8467517,10,2009,0.21262765,0.555901475,0.164047731,0.004899777,0.323195684,0.162116908,0.000201512,0.324032303,0.541954723,0.986524218,0.097385228,0.549529447,0.999699383,0.09935951,0.706002454,0.991423995,0.420580913,0.711646354,0.999900896,0.423391813,easy
018_rgb.png,Letia - Corse,42.1905264,8.8467517,11,2010,0.21262765,0.555901475,0.072507458,0.010779394,0.134235522,0.044068199,0.005872172,0.082264225,0.834778534,0.977454172,0.692102897,0.90849746,0.98776314,0.829231781,0.907285992,0.988233565,0.826338419,0.952565659,0.993635312,0.911496006,easy
017_rgb.png,Letia - Corse,42.1905264,8.8467517,11,2010,0.21262765,0.555901475,0.124313238,0.040153446,0.208473029,0.0780636,0.023049856,0.133077344,0.768074797,0.930837232,0.605312362,0.864921659,0.961608989,0.768234328,0.892388034,0.970990678,0.813785391,0.942985259,0.984658846,0.901311672,easy
014_rgb.png,Letia - Corse,42.1905264,8.8467517,11,2010,0.21262765,0.555901475,0.064560405,0.046947308,0.082173502,0.034081368,0.033965372,0.034197365,0.829844529,0.882060578,0.777628479,0.907847143,0.933440133,0.882254154,0.894404934,0.929007886,0.859801981,0.941928512,0.967405504,0.916451519,easy
006_rgb.png,Letia - Corse,42.1905264,8.8467517,10,2009,0.21262765,0.555901475,0.032030318,0.00153473,0.062525906,0.045046303,-0.00100752,0.091100127,0.832556586,0.9905399,0.674573272,0.849213354,0.998956497,0.69947021,0.864586904,0.99207463,0.737099178,0.894259657,0.997948976,0.790570338,easy
005_rgb.png,Letia - Corse,42.1905264,8.8467517,11,2010,0.21262765,0.555901475,0.150544539,0.035861636,0.265227442,0.118896507,0.012687881,0.225105132,0.746620446,0.942200728,0.551040165,0.819310654,0.977805254,0.660816055,0.897164985,0.978062365,0.816267606,0.938207161,0.990493134,0.885921187,easy
106_rgb.png,Lama,42.4226,9.3073,10,2013,0.866063289,0.767706635,0.132557448,0.063835283,0.201279613,0.10130754,0.031293819,0.171321261,0.708722728,0.868031023,0.549414433,0.833939745,0.916980607,0.750898883,0.841280176,0.931866306,0.750694046,0.935247285,0.948274426,0.922220144,easy
105_rgb.png,Lama,42.4226,9.3073,10,2013,0.866063289,0.767706635,0.021586384,0.003508236,0.039664532,0.047430531,-0.011539832,0.106400893,0.817577925,0.942727752,0.692428097,0.917713849,0.960416116,0.875011582,0.839164309,0.946235988,0.732092629,0.96514438,0.948876285,0.981412475,easy
104_rgb.png,Lama,42.4226,9.3073,10,2013,0.866063289,0.767706635,0.14745435,0.10453662,0.19037208,0.089386579,0.058128702,0.120644456,0.753386211,0.828511097,0.678261325,0.850337367,0.92565174,0.775022993,0.900840561,0.933047717,0.868633405,0.939723946,0.983780443,0.895667449,easy
101_rgb.png,Lama,42.4226,9.3073,1,2012,0.866063289,0.767706635,0.168845198,0.044132877,0.293557519,0.148097859,0.003046514,0.293149205,0.700210823,0.920278717,0.480142929,0.748069365,0.99218971,0.50394902,0.869056021,0.964411594,0.773700447,0.896167224,0.995236224,0.797098225,easy
031_rgb.png,Lama,42.4226,9.3073,3,2007,0.866063289,0.767706635,0.287376084,0.087429668,0.4873225,0.252110254,-0.003565221,0.50778573,0.601845741,0.873959956,0.329731527,0.665677474,0.997090998,0.334263951,0.889221825,0.961389624,0.817054027,0.917787729,0.993525777,0.84204968,difficult
016_rgb.png,Corte,42.3052904,9.1511935,12,2012,0.644576095,0.660642417,0.227113164,0.170009884,0.284216443,0.155742031,0.033554903,0.27792916,0.4269294,0.45550576,0.39835304,0.683742564,0.960774654,0.406710473,0.654042564,0.625515644,0.682569483,0.839484595,0.994329557,0.684639633,easy
013_rgb.png,Corte,42.3052904,9.1511935,6,2012,0.644576095,0.660642417,0.199479611,0.014000639,0.384958582,0.195921562,-0.000361477,0.392204601,0.674918174,0.976841039,0.372995309,0.686497655,1,0.372995309,0.874397785,0.990841678,0.757953892,0.882419217,0.999638523,0.765199911,easy
184_rgb.png,Corte,42.3052904,9.1511935,10,2005,0.644576095,0.660642417,0.257920408,0.062573933,0.453266883,0.233894575,-0.002822787,0.470611937,0.63737666,0.909118303,0.365635016,0.683412475,0.999109008,0.367715941,0.895297068,0.971692237,0.818901899,0.917307049,0.996286221,0.838327877,difficult
183_rgb.png,Corte,42.3052904,9.1511935,10,2005,0.644576095,0.660642417,0.232318258,0.090021382,0.374615133,0.192793827,0.004364375,0.381223278,0.592792305,0.833669142,0.351915468,0.67740492,0.986418513,0.368391327,0.825110562,0.923690524,0.726530601,0.870198747,0.990782889,0.749614605,easy
139_rgb.png,Corte,42.3052904,9.1511935,1,2011,0.644576095,0.660642417,0.318325677,0.038243595,0.598407759,0.422427679,-0.12132609,0.966181448,0.418518934,0.834942792,0.002095075,0.501047538,1,0.002095075,0.736844611,0.873186387,0.600502834,0.923475216,0.87867391,0.968276523,difficult
029_rgb.png,Corse,42.18808965,9.068413771,3,2007,0.52712647,0.553677542,-0.02496397,-0.013489746,-0.036438195,-0.000915119,-0.01427046,0.012440222,0.650207952,0.930114729,0.370301174,0.856645176,0.941560353,0.771729999,0.625243982,0.916624983,0.33386298,0.855730057,0.927289893,0.784170221,easy
019_rgb.png,Corse,42.18808965,9.068413771,3,2007,0.52712647,0.553677542,-0.076026127,-0.008912059,-0.143140195,0.053020864,-0.011740902,0.11778263,0.848175241,0.992271112,0.70407937,0.884088549,0.997737991,0.770439107,0.772149114,0.983359053,0.560939176,0.937109413,0.985997089,0.888221737,easy
004_rgb.png,Corse,42.18808965,9.068413771,6,2012,0.52712647,0.553677542,0.173017189,0.070358387,0.275675992,0.134725709,0.026550828,0.242900589,0.607773244,0.848048451,0.367498036,0.692557426,0.966645906,0.418468945,0.780790433,0.918406838,0.643174028,0.827283134,0.993196734,0.661369535,easy
003_rgb.png,Corse,42.18808965,9.068413771,10,2009,0.52712647,0.553677542,0.13571803,0.052767558,0.218668502,0.095467339,0.022448573,0.168486105,0.752979914,0.907766832,0.598192996,0.833236799,0.963748807,0.702724792,0.888697944,0.96053439,0.816861498,0.928704138,0.98619738,0.871210897,easy
002_rgb.png,Corse,42.18808965,9.068413771,10,2009,0.52712647,0.553677542,0.386841162,0.190785429,0.582896894,0.306041538,0.029589363,0.582493713,0.441691632,0.710598528,0.172784737,0.574912187,0.961940887,0.187883487,0.828532794,0.901383957,0.755681631,0.880953725,0.99153025,0.7703772,difficult
001_rgb.png,Corse,42.18808965,9.068413771,11,2010,0.52712647,0.553677542,0.013736013,0.000354324,0.027117702,0.040569828,-0.013243259,0.094382914,0.831582945,0.953289183,0.709876706,0.882898601,0.984865474,0.780931728,0.845318957,0.953643507,0.736994408,0.923468429,0.971622215,0.875314642,easy
136_rgb.png,Castirla,42.3667,9.1667,1,2011,0.666577044,0.716688732,0.383220805,0.056527223,0.709914386,0.362573282,-0.00221481,0.727361374,0.458665031,0.917330061,0,0.5,1,0,0.841885835,0.973857284,0.709914386,0.862573282,0.99778519,0.727361374,difficult
134_rgb.png,Castirla,42.3667,9.1667,1,2011,0.666577044,0.716688732,0.248936924,0.235374195,0.262499652,0.153653329,0.072453103,0.234853555,0.64168189,0.6475377,0.63582608,0.789366718,0.877202372,0.701531064,0.890618814,0.882911895,0.898325732,0.943020047,0.949655475,0.93638462,easy
133_rgb.png,Castirla,42.3667,9.1667,1,2011,0.666577044,0.716688732,0.123007914,0.070533463,0.175482365,0.063930981,0.052782346,0.075079616,0.769145935,0.877537422,0.660754447,0.883135557,0.916018179,0.850252934,0.892153849,0.948070885,0.836236812,0.947066538,0.968800525,0.925332551,easy
132_rgb.png,Castirla,42.3667,9.1667,7,2006,0.666577044,0.716688732,0.14941922,0.211131379,0.087707062,0.082439903,0.256452939,-0.091573132,0.500331633,0.474652505,0.526010761,0.721631963,0.487964105,0.955299821,0.649750854,0.685783884,0.613717823,0.804071866,0.744417043,0.863726689,easy
131_rgb.png,Castirla,42.3667,9.1667,7,2006,0.666577044,0.716688732,0.245067834,0.079926305,0.410209363,0.203756048,0.021509491,0.386002605,0.611775707,0.875917208,0.347634206,0.687040452,0.970992845,0.403088058,0.856843541,0.955843512,0.757843569,0.8907965,0.992502336,0.789090663,easy
245_rgb.png,Castirla,42.3667,9.1667,4,2007,0.666577044,0.716688732,0.174973547,0.005903478,0.344043617,0.225459338,-0.002346942,0.453265618,0.646482456,0.986340678,0.306624235,0.664495694,0.998563253,0.330428135,0.821456004,0.992244156,0.650667852,0.889955032,0.996216311,0.783693753,difficult
244_rgb.png,Castirla,42.3667,9.1667,10,2006,0.666577044,0.716688732,0.250608167,0.102359633,0.398856701,0.221569725,-0.008849992,0.451989442,0.677959379,0.863682614,0.492236144,0.752720841,0.981580661,0.523861022,0.928567546,0.966042248,0.891092845,0.974290566,0.972730669,0.975850464,difficult
243_rgb.png,Castirla,42.3667,9.1667,3,2007,0.666577044,0.716688732,0.125655873,0.028556872,0.222754874,0.136075504,-0.006248382,0.27839939,0.80630499,0.954184569,0.658425411,0.845449084,0.991908292,0.698989876,0.931960864,0.982741441,0.881180286,0.981524588,0.98565991,0.977389266,easy
242_rgb.png,Castirla,42.3667,9.1667,3,2007,0.666577044,0.716688732,0.105115447,0.040431259,0.169799636,0.089542593,0.003000522,0.176084665,0.802061233,0.922299281,0.681823184,0.86351514,0.976261665,0.750768614,0.90717668,0.96273054,0.85162282,0.953057733,0.979262187,0.926853279,easy
241_rgb.png,Castirla,42.3667,9.1667,3,2007,0.666577044,0.716688732,0.322877537,0.125619006,0.520136068,0.281949184,0.008332079,0.555566289,0.609832715,0.845540313,0.374125117,0.69474996,0.968559935,0.420939986,0.932710252,0.971159319,0.894261184,0.976699145,0.976892014,0.976506275,difficult
145_rgb.png,Casamaccioli,42.31809,9.0025398,1,2011,0.433663091,0.672324147,0.40006361,0.041412234,0.758714986,0.41156053,-0.00496948,0.82809054,0.509241526,0.947676319,0.070806732,0.535403366,1,0.070806732,0.909305136,0.989088553,0.829521718,0.946963896,0.99503052,0.898897272,difficult
144_rgb.png,Casamaccioli,42.31809,9.0025398,1,2011,0.433663091,0.672324147,0.384627113,0.065590608,0.703663618,0.381307338,-0.011271593,0.773886268,0.449257851,0.898515701,0,0.5,1,0,0.833884964,0.964106309,0.703663618,0.881307338,0.988728407,0.773886268,difficult
137_rgb.png,Casamaccioli,42.31809,9.0025398,1,2011,0.433663091,0.672324147,0.19131094,0.047673193,0.334948686,0.19485237,-0.011402693,0.401107434,0.686273877,0.915572293,0.45697546,0.733283413,0.994653473,0.471913352,0.877584817,0.963245486,0.791924147,0.928135783,0.98325078,0.873020786,easy
135_rgb.png,Casamaccioli,42.31809,9.0025398,1,2011,0.433663091,0.672324147,0.349420522,0.051340727,0.647500316,0.439979161,-0.044321629,0.92427995,0.477634629,0.900925846,0.054343413,0.526873988,0.998871353,0.054876623,0.827055151,0.952266573,0.70184373,0.966853148,0.954549724,0.979156573,difficult
063_rgb.png,Casamaccioli,42.31809,9.0025398,10,2006,0.433663091,0.672324147,0.364392123,0.130578595,0.59820565,0.299176009,-0.000176657,0.598528676,0.377424757,0.75330342,0.001546095,0.500773047,1,0.001546095,0.74181688,0.883882015,0.599751745,0.799949057,0.999823343,0.60007477,difficult
181_rgb.png,Bonassa,42.4295543,8.8096841,10,2005,0.160035357,0.774053572,0.138684231,0.110599356,0.166769107,0.086398199,0.048571798,0.1242246,0.742008244,0.792422315,0.691594172,0.84402642,0.936928581,0.751124259,0.880692475,0.903021671,0.858363279,0.930424619,0.985500379,0.875348859,easy
148_rgb.png,Bonassa,42.4295543,8.8096841,1,2011,0.160035357,0.774053572,0.263692987,0.076741139,0.450644835,0.226137682,0.005550182,0.446725183,0.538273922,0.86089819,0.215649655,0.608110468,0.993517637,0.222703298,0.801966909,0.937639329,0.66629449,0.83424815,0.999067819,0.669428481,difficult
147_rgb.png,Bonassa,42.4295543,8.8096841,1,2011,0.160035357,0.774053572,0.412343056,0.167576262,0.657109849,0.350128123,-0.007366297,0.707622544,0.4399519,0.755812857,0.124090942,0.556372721,0.98226924,0.130476203,0.852294955,0.923389119,0.781200791,0.906500844,0.974902943,0.838098746,difficult
138_rgb.png,Bonassa,42.4295543,8.8096841,1,2011,0.160035357,0.774053572,0.403111358,0.241148058,0.565074657,0.29030121,0.007696637,0.572905783,0.438590777,0.633227739,0.243953816,0.614951793,0.978880375,0.251023211,0.841702135,0.874375797,0.809028473,0.905253003,0.986577011,0.823928994,difficult
120_rgb.png,Bonassa,42.4295543,8.8096841,10,2012,0.160035357,0.774053572,0.404675527,0.167136258,0.642214796,0.326177856,-0.013056727,0.66541244,0.383464959,0.714226583,0.052703336,0.525882171,0.99892658,0.052837761,0.788140487,0.881362841,0.694918132,0.852060027,0.985869853,0.718250201,difficult
205_rgb.png,Aullene,41.7728535,9.0805599,7,2009,0.544359654,0.174706565,-0.12764565,-0.285056863,0.029765563,0.220573382,-0.295031192,0.736177955,0.49386057,0.987721139,0,0.5,1,0,0.36621492,0.702664276,0.029765563,0.720573382,0.704968808,0.736177955,difficult
204_rgb.png,Aullene,41.7728535,9.0805599,7,2009,0.544359654,0.174706565,0.04025099,0.003477682,0.077024299,0.089207928,-0.010918225,0.189334081,0.75090218,0.952448926,0.549355435,0.856213673,0.972229731,0.740197615,0.791153171,0.955926607,0.626379734,0.945421601,0.961311506,0.929531696,easy
203_rgb.png,Aullene,41.7728535,9.0805599,7,2009,0.544359654,0.174706565,0.145241695,0.010150564,0.280332827,0.171152196,-0.003262088,0.345566479,0.736886301,0.980123166,0.493649435,0.748264354,0.999747583,0.496781125,0.882127996,0.99027373,0.773982262,0.91941655,0.996485495,0.842347604,easy
202_rgb.png,Aullene,41.7728535,9.0805599,7,2009,0.544359654,0.174706565,0.202361972,0.010975696,0.393748248,0.323441376,-0.072033197,0.718915949,0.524114829,0.896063311,0.152166348,0.576686579,0.993237652,0.160135506,0.726476802,0.907039007,0.545914596,0.900127955,0.921204455,0.879051456,difficult
201_rgb.png,Aullene,41.7728535,9.0805599,7,2009,0.544359654,0.174706565,-0.382215525,-0.769235535,0.004804486,0.061269053,-0.773289444,0.895827551,0.49792383,0.995847659,0,0.5,1,0,0.115708305,0.226612124,0.004804486,0.561269053,0.226710556,0.895827551,difficult
279_rgb.png,Asco,42.4542774,9.0341777,4,2014,0.478551611,0.796617449,-2.95E-05,-0.01594561,0.015886675,0.079722625,-0.016250211,0.175695461,0.499193582,0.998387163,0,0.5,1,0,0.499164114,0.982441554,0.015886675,0.579722625,0.983749789,0.175695461,easy
200_rgb.png,Asco,42.4542774,9.0341777,10,2006,0.478551611,0.796617449,0.16188123,0.04926386,0.2744986,0.154439645,-0.002298173,0.311177463,0.73562373,0.916537507,0.554709952,0.795135169,0.982442343,0.607827994,0.89750496,0.965801367,0.829208552,0.949574813,0.98014417,0.919005457,easy
199_rgb.png,Asco,42.4542774,9.0341777,10,2006,0.478551611,0.796617449,0.1267894,0.050326765,0.203252035,0.11002012,-0.001384637,0.221424876,0.770469074,0.905142611,0.635795538,0.830482129,0.982054671,0.678909587,0.897258475,0.955469376,0.839047573,0.940502248,0.980670034,0.900334463,easy
198_rgb.png,Asco,42.4542774,9.0341777,10,2006,0.478551611,0.796617449,0.541742647,0.22325419,0.860231104,0.431490462,-0.002142758,0.865123682,0.36317479,0.726349581,0,0.5,1,0,0.904917437,0.949603771,0.860231104,0.931490462,0.997857242,0.865123682,difficult
197_rgb.png,Asco,42.4542774,9.0341777,10,2006,0.478551611,0.796617449,0.206321639,0.114705458,0.29793782,0.151568276,0.003039847,0.300096705,0.675477532,0.809842281,0.541112783,0.771143897,0.987864375,0.55442342,0.88179917,0.924547738,0.839050602,0.922712173,0.990904222,0.854520125,easy
196_rgb.png,Asco,42.4542774,9.0341777,10,2006,0.478551611,0.796617449,0.254900066,0.053676188,0.456123943,0.232349862,0.012819916,0.451879807,0.625894958,0.923367103,0.328422813,0.688387702,0.978878421,0.397896983,0.880795024,0.977043291,0.784546756,0.920737563,0.991698337,0.84977679,difficult
